delta_index,pair_index,delta,alpha,beta,eta,peak_number,xM_peak,FWHM,Q,WT_peak,origin,D0_confirmed,xM_D0,above_qmin,thin_width
4,20,0.2,0.001,0.009,-0.8000000000000002,1,0.05780960474057181,0.004007203985003691,14.426419258144795,13482.156839697407,malha_global,False,,,
4,36,0.2,36.66666666666667,633.3333333333333,-0.8905472636815921,1,0.9795863909272848,0.0036247978157510907,270.2458014818423,8.215975621771127,malha_global,True,0.9797225510731676,,
4,40,0.2,0.001,0.006333333333333334,-0.7272727272727273,1,0.056754460540854715,0.00387814316368848,14.634441830887921,13415.265835503978,malha_global,False,,,
4,60,0.2,0.001,0.004555555555555556,-0.64,1,0.055718574893192985,0.0037294311200327113,14.940234341344873,13378.978345776794,malha_global,False,,,
4,61,0.2,0.001888888888888889,0.01,-0.6822429906542055,1,0.07726805850957022,0.0071704409255619606,10.775914523487213,5169.72046527093,malha_global,False,,,
4,80,0.2,0.001,0.003666666666666667,-0.5714285714285715,1,0.05470159628939716,0.003625509113100861,15.087976497350862,13347.109380796483,malha_global,False,,,
4,81,0.2,0.001888888888888889,0.007222222222222223,-0.5853658536585367,1,0.07550922276654341,0.006862578821545534,11.003039051366093,5163.448141134996,malha_global,False,,,
4,100,0.2,0.001,0.002777777777777778,-0.47058823529411764,1,0.05345643593969719,0.00342642822440363,15.601212819510115,13545.005655076797,malha_global,False,,,
4,101,0.2,0.001888888888888889,0.0054444444444444445,-0.48484848484848486,1,0.07379042301291007,0.006526340984049167,11.306553426071211,5212.246453974474,malha_global,False,,,
4,120,0.2,0.001,0.001888888888888889,-0.3076923076923077,1,0.051050499997540646,0.0031315057887497458,16.302221180923496,14202.986833772673,malha_global,False,,,
4,121,0.2,0.002777777777777778,0.006333333333333334,-0.39024390243902446,1,0.08709635899560805,0.009101445781452305,9.569508085528605,2989.102907117738,malha_global,False,,,
4,140,0.2,0.002777777777777778,0.004555555555555556,-0.2424242424242424,1,0.08317637711026708,0.008329933107534132,9.985239501507758,3179.790421079755,malha_global,False,,,
4,160,0.2,0.001888888888888889,0.002777777777777778,-0.19047619047619047,1,0.06760829753919818,0.005480061640033132,12.337141802439548,5846.065922937032,malha_global,False,,,
4,180,0.2,0.001,0.001,0.0,1,0.04570881896148752,0.0025108975860205565,18.204174959572924,18237.649719440702,malha_global,False,,,
4,220,0.2,0.002777777777777778,0.001888888888888889,0.19047619047619047,1,0.0695024317588797,0.005811604110994559,11.959250911016635,5372.831825248549,malha_global,False,,,
4,240,0.2,0.004555555555555556,0.002777777777777778,0.2424242424242424,1,0.0866961875758217,0.009000764321726473,9.632091728760226,2854.895108846023,malha_global,False,,,
4,260,0.2,0.001888888888888889,0.001,0.3076923076923077,1,0.05345643593969719,0.0034538729582918523,15.477244410904625,12473.276249719003,malha_global,False,,,
4,280,0.2,0.002777777777777778,0.001,0.47058823529411764,1,0.05754399373371572,0.003983235109651401,14.446547128058373,11425.659641021468,malha_global,False,,,
4,281,0.2,0.0054444444444444445,0.001888888888888889,0.48484848484848486,1,0.07943282347242814,0.007628113867377745,10.413166983797808,4372.427271952158,malha_global,False,,,
4,300,0.2,0.003666666666666667,0.001,0.5714285714285715,1,0.05997910762555094,0.00432893517532329,13.855395194517238,11143.603758307603,malha_global,False,,,
